Title,Director,Duration,Actor_1,Actor_2,Actor_3,Gross,Budget,Year
Insomnia Manica ,Daston Kalili,127,Daston Kalili,Rai Alexandra,Chin-Chien Chang,,500000,2005
The Outrageous Sophie Tucker ,William Gazecki,96,Carol Channing,Bruce Vilanch,Tony Bennett,,500000,2014
Now Is Good ,Ol Parker,103,Jeremy Irvine,Olivia Williams,Paddy Considine,,,2012
Girls Gone Dead ,Michael Hoffman Jr.,104,Vincent Chimato,John McGlothlin,Al Sapienza,,500000,2012
America Is Still the Place ,Patrick Gilles,90,Emma Caulfield,Dylan Baker,Mike Colter,,,2015
Subconscious ,Georgia Hilton,122,Mike Beckingham,Tim Abell,Tom Stedham,,,2015
Crossroads ,Tamra Davis,93,Britney Spears,Katherine Boecher,Dave Allen,37188667,12000000,2002
Enter Nowhere ,Jack Heller,90,Shaun Sipos,Katherine Waterston,Christopher Denham,,500000,2011
The King of Najayo ,Fernando Baez Mella,101,Manny Perez,Christian Alvarez,Claudette Lalí,,500000,2012
Fight to the Finish ,Warren Sheppard,94,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,,150000,2016
Alleluia! The Devil's Carnival ,Darren Lynn Bousman,97,Paul Sorvino,Barry Bostwick,Terrance Zdunich,,500000,2016
The Sound and the Shadow ,Justin Paul Miller,90,Mary Kate Wiles,Jennifer Landa,Felix Avitia,,,2014
Rodeo Girl ,Joel Paul Reisig,108,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,,500000,2016
Born to Fly: Elizabeth Streb vs. Gravity ,Catherine Gund,82,Elizabeth Streb,Sarah Callan,Laura Flanders,21199,500000,2014
The Little Ponderosa Zoo ,Luke Dye,84,Mike Stanley,Jeff Delaney,Jamison Stalsworth,,500000,2016
Oz the Great and Powerful ,Sam Raimi,130,Tim Holmes,Mila Kunis,James Franco,234903076,215000000,2013
The Toxic Avenger ,Michael Herz,91,Patrick Kilpatrick,Mark Torgl,Pat Ryan,,475000,1984
Straight Out of Brooklyn ,Matty Rich,91,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,2712293,450000,1991
Bloody Sunday ,Paul Greengrass,107,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,768045,2000000,2002
Diamond Ruff ,Alec Asten,82,Luis Sanchez,Dennis L.A. White,Fredro Starr,,500000,2015
Conversations with Other Women ,Hans Canosa,84,Olivia Wilde,Thomas Lennon,Nora Zehetner,379122,450000,2005
Poultrygeist: Night of the Chicken Dead ,Lloyd Kaufman,103,John Karyus,Lloyd Kaufman,Kate Graham,23000,500000,2006
Mutual Friends ,Matthew Watts,86,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,,450000,2013
42nd Street ,Lloyd Bacon,89,Ginger Rogers,Dick Powell,George Brent,2300000,439000,1933
Rise of the Entrepreneur: The Search for a Better Way ,Joe Kenemore,52,Bob Proctor,Jack Canfield,Eric Worre,,450000,2014
Metropolitan ,Whit Stillman,98,Chris Eigeman,Taylor Nichols,Ellia Thompson,2938208,225000,1990
As It Is in Heaven ,Kay Pollak,133,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,9910,25000000,2004
Roadside ,Eric England,81,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,,,2013
Napoleon Dynamite ,Jared Hess,92,Jon Heder,Diedrich Bader,Jon Gries,44540956,400000,2004
Blue Ruin ,Jeremy Saulnier,90,Devin Ratray,Eve Plumb,Amy Hargreaves,258113,1066167,2013
Paranormal Activity ,Oren Peli,84,Micah Sloat,Ashley Palmer,Amber Armstrong,107917283,15000,2007
Dogtown and Z-Boys ,Stacy Peralta,91,Tony Alva,Jay Adams,Jeff Ament,1293295,,2001
Monty Python and the Holy Grail ,Terry Gilliam,91,Eric Idle,Michael Palin,Terry Jones,1229197,229575,1975
Quinceañera ,Richard Glatzer,90,Emily Rios,Jesse Garcia,Alicia Sixtos,1689999,400000,2006
Gory Gory Hallelujah ,Sue Corcoran,96,Tony Doupe,Sue Corcoran,David Frederick White,11798,100000,2003
Heroes             ,,60,Sendhil Ramamurthy,Masi Oka,Greg Grunberg,,,
Tarnation ,Jonathan Caouette,88,Greg Ayres,Jonathan Caouette,Renee Leblanc,592014,218,2003
I Want Your Money ,Ray Griggs,92,Bill Farmer,Chris Cox,Mike Huckabee,425899,400000,2010
Love in the Time of Monsters ,Matt Jackson,97,Kane Hodder,Paul Elia,Alex Sanborn,,500000,2014
The Beyond ,Lucio Fulci,82,Catriona MacColl,David Warbeck,Al Cliver,126387,400000,1981
Home Movies             ,,22,Brendon Small,Ron Lynch,Melissa Bardin Galsky,,,
What Happens in Vegas ,Tom Vaughan,101,Treat Williams,Andrew Daly,Michelle Krusiec,80276912,35000000,2008
The Dark Hours ,Paul Fox,80,Dov Tiefenbach,Jeff Seymour,Gordon Currie,,500000,2005
My Beautiful Laundrette ,Stephen Frears,97,Saeed Jaffrey,Roshan Seth,Garry Cooper,,650000,1985
Fabled ,Ari Kirschenbaum,84,R. Brandon Johnson,Adam LeFevre,Desmond Askew,25918,,2002
Show Me ,Cassandra Nicolaou,97,Katharine Isabelle,Michelle Nolden,Gabriel Hogan,,900000,2004
Cries & Whispers ,Ingmar Bergman,91,Liv Ullmann,Ingrid Thulin,Erland Josephson,,400000,1972
Intolerance: Love's Struggle Throughout the Ages ,D.W. Griffith,123,Lillian Gish,Mae Marsh,Walter Long,,385907,1916
Trekkies ,Roger Nygard,86,Walter Koenig,DeForest Kelley,James Doohan,617172,375000,1997
The Broadway Melody ,Harry Beaumont,100,Anita Page,Bessie Love,Charles King,2808000,379000,1929
The Evil Dead ,Sam Raimi,96,Ted Raimi,Betsy Baker,Ellen Sandweiss,,375000,1981
Maniac ,Franck Khalfoun,89,America Olivo,Nora Arnezeder,Liane Balaban,12843,6000000,2012
Censored Voices ,Mor Loushy,84,Amos Oz,,,34151,450000,2015
Murderball ,Henry Alex Rubin,88,Mark Zupan,Joe Bishop,Andy Cohn,1523883,1750211,2005
American Ninja 2: The Confrontation ,Sam Firstenberg,90,Michael Dudikoff,Steve James,Larry Poindexter,4000000,350000,1987
51 Birch Street ,Doug Block,90,Carol Block,Ellen Block,Mike Block,84689,,2005
Revolution             ,,43,Billy Burke,Tracy Spiridakos,David Lyons,,,
Rotor DR1 ,Chad Kapper,98,Tom E. Nicholson,Natalie Welch,Christian Kapper,,350000,2015
Halloween ,John Carpenter,101,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,47000000,300000,1978
12 Angry Men ,Sidney Lumet,96,Jack Warden,Lee J. Cobb,John Fiedler,,350000,1957
My Dog Tulip ,Paul Fierlinger,83,Isabella Rossellini,Peter Gerety,Lynn Redgrave,246574,,2009
It Happened One Night ,Frank Capra,65,Claudette Colbert,Alan Hale,Walter Connolly,,325000,1934
Dogtooth ,Yorgos Lanthimos,94,Angeliki Papoulia,Mary Tsoni,Sissy Petropoulou,110197,,2009
Tupac: Resurrection ,Lauren Lazin,112,James Cagney,Gary Coleman,Todd Bridges,7707563,,2003
Tumbleweeds ,Gavin O'Connor,102,Kimberly J. Brown,Janet McTeer,Lois Smith,1281176,312000,1999
The Prophecy ,Gregory Widen,98,Viggo Mortensen,Adam Goldberg,Virginia Madsen,16115878,8000000,1995
When the Cat's Away ,Cédric Klapisch,91,Simon Abkarian,Zinedine Soualem,Jane Bradbury,1652472,300000,1996
Pieces of April ,Peter Hedges,80,Oliver Platt,Adrian Martinez,Derek Luke,2360184,300000,2003
The Big Swap ,Niall Johnson,114,Kevin Howarth,Mark Caven,Thierry Harcourt,,,1998
Old Joy ,Kelly Reichardt,76,Daniel London,Lucy,Will Oldham,255352,300000,2006
Wendy and Lucy ,Kelly Reichardt,80,John Robinson,Lucy,Will Oldham,856942,200000,2008
3 Backyards ,Eric Mendelsohn,88,Embeth Davidtz,Edie Falco,Kathryn Erbe,,300000,2010
Pierrot le Fou ,Jean-Luc Godard,110,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,,300000,1965
Sisters in Law ,Florence Ayisi,104,Vera Ngassa,Beatrice Ntuba,,32631,,2005
Ayurveda: Art of Being ,Pan Nalin,102,,,,16892,300000,2001
Nothing But a Man ,Michael Roemer,95,Yaphet Kotto,Gloria Foster,Ivan Dixon,12438,160000,1964
"First Love, Last Rites ",Jesse Peretz,94,Robert John Burke,Eli Marienthal,Natasha Gregson Wagner,40542,300000,1997
Fighting Tommy Riley ,Eddie O'Flaherty,109,Don Wallace,Eddie Jones,Christina Chambers,5199,200000,2004
Royal Kill ,Babar Ahmed,90,Lalaine,Alexander Wraith,Darren Kendrick,,350000,2009
Across the Universe ,Julie Taymor,133,Jim Sturgess,T.V. Carpio,Robert Clohessy,24343673,45000000,2007
The Looking Glass ,John D. Hancock,110,Trish Basinger,Elizabeth Stenholt,Mary Norwood,1711,,2015
Death Race 2000 ,Paul Bartel,80,Sylvester Stallone,David Carradine,Martin Kove,,300000,1975
Locker 13 ,Bruce Dellis,95,Tatyana Ali,Ricky Schroder,Jon Polito,2468,300000,2014
Midnight Cabaret ,Pece Dingo,94,Michael Des Barres,Wilhelm von Homburg,Thom Mathews,,,1990
Anderson's Cross ,Jerome Elston Scott,98,Taran Killam,Joanna Cassidy,Ryan Carnes,,300000,2010
Bizarre ,Étienne Faure,98,Rumi Missabu,Pierre Prieur,Raquel Nave,,500000,2015
Graduation Day ,Herb Freed,96,Linnea Quigley,Carmen Argenziano,Vanna White,,250000,1981
Some Guy Who Kills People ,Jack Perez,97,Kevin Corrigan,Barry Bostwick,Ahmed Best,,300000,2011
Compliance ,Craig Zobel,90,Dreama Walker,Matt Servitto,James McCaffrey,318622,270000,2012
Chasing Amy ,Kevin Smith,113,Matt Damon,Ethan Suplee,Joey Lauren Adams,12006514,250000,1997
Lovely & Amazing ,Nicole Holofcener,91,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,4186931,250000,2001
Death Calls ,Ken Del Conte,90,Hector Echavarria,Robert Miano,Ron Roggé,,290000,2010
Better Luck Tomorrow ,Justin Lin,98,Parry Shen,Jason Tobin,Collin Kahey,3799339,250000,2002
The Incredibly True Adventure of Two Girls in Love ,Maria Maggenti,94,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,1977544,250000,1995
Chuck & Buck ,Miguel Arteta,96,Lupe Ontiveros,Mike White,Chris Weitz,1050600,250000,2000
American Desi ,Piyush Dinker Pandya,100,Purva Bedi,Rizwan Manji,Anil Kumar,902835,250000,2001
Amidst the Devil's Wings ,Daniel Columbie,90,Keri Maletto,Nicholas Simmons,Barbie Castro,,300000,2014
Cube ,Vincenzo Natali,90,David Hewlett,Julian Richings,Nicole de Boer,489220,365000,1997
Love and Other Catastrophes ,Emma-Kate Croghan,76,Radha Mitchell,Frances O'Connor,Matt Day,212285,250000,1996
I Married a Strange Person! ,Bill Plympton,75,Charis Michelsen,Bill Martone,Richard Spore,203134,250000,1997
November ,Greg Harrison,78,Amir Talai,Anne Archer,Nora Dunn,191309,150000,2004
Like Crazy ,Drake Doremus,90,Jennifer Lawrence,Charlie Bewley,Finola Hughes,3388210,250000,2011
Teeth and Blood ,Al Franklin,96,Marshal Hilton,Steffinnie Phrommany,Clint Jung,,300000,2015
Sugar Town ,Allison Anders,92,Ally Sheedy,Rosanna Arquette,John Doe,177840,250000,1999
The Motel ,Michael Kang,75,Samantha Futerman,Clint Jordan,Jackie Nova,47111,,2005
The Canyons ,Paul Schrader,99,Nolan Gerard Funk,Gus Van Sant,James Deen,49494,250000,2013
Happy Valley             ,,58,Shirley Henderson,James Norton,Sarah Lancashire,,,
On the Outs ,Lori Silverbush,86,Judy Marte,Flaco Navaja,Dominic Colón,,,2004
Shotgun Stories ,Jeff Nichols,92,Michael Abbott Jr.,Natalie Canerday,Travis Smith,45661,,2007
Exam ,Stuart Hazeldine,101,Colin Salmon,Luke Mably,Pollyanna McIntosh,,,2009
The Sticky Fingers of Time ,Hilary Brougher,81,James Urbaniak,Samantha Buck,Terumi Matthews,18195,250000,1997
Sunday School Musical ,Rachel Goldenberg,93,Dustin Fitzsimons,Mark Hengst,Debra Lynn Hull,,,2008
Rust ,Corbin Bernsen,95,Corbin Bernsen,Lorne Cardinal,Kirsten Collins,,250000,2010
Ink ,Jamin Winans,107,Eme Ikwuakor,Marty Lindsey,Jessica Duffy,,,2009
The Christmas Bunny ,Tom Seidman,98,Florence Henderson,Derek Brandon,Charles Irving Beale,,250000,2010
Jesus People ,Jason Naumann,35,Victoria Jackson,Kate Flannery,Tim Bagley,,,2007
Butterfly ,Matt Cimber,108,Stacy Keach,June Lockhart,Stuart Whitman,,,1982
UnDivided ,Sam Martin,66,Sam Adams,Steve Duin,Jeff Jacob,,250000,2013
The Frozen ,Andrew Hyatt,95,Noah Segan,Brit Morgan,Sedona James,,250000,2012
The Love Letter ,Dan Curtis,99,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,,,1998
Horse Camp ,Joel Paul Reisig,108,Joshua Ray Bell,Dana Blackstone,Annelyse Ahmad,,250000,2014
Give Me Shelter ,Kristin Rizzo,90,Esai Morales,Robert Davi,Elaine Hendrix,,250000,2014
The Big Parade ,King Vidor,151,John Gilbert,Renée Adorée,Claire Adams,,245000,1925
Little Big Top ,Ward Roberts,83,Sid Haig,Jacob Zachar,Travis Betz,,240000,2006
Along the Roadside ,Zoran Lisinac,108,Matthew Emerick,Brock Baker,Sheldon Bailey,,250000,2013
Bronson ,Nicolas Winding Refn,92,Tom Hardy,James Lance,Matt King,104792,,2008
Western Religion ,James O'Brien,105,Mark Fantasia,Vivian Lamolli,Greg Jackson,,250000,2015
Burn ,Tom Putnam,86,Brendan Doogie Milewski,Donald Austin,Craig Dougherty,111300,225000,2012
Urbania ,Jon Shear,106,Dan Futterman,Josh Hamilton,Matt Keeslar,1027119,225000,2000
The Stewardesses ,Al Silliman Jr.,93,Christina Hart,Nancy Ison,William Condos,,100000,1969
"The Beast from 20,000 Fathoms ",Eugène Lourié,80,Kenneth Tobey,Cecil Kellaway,Ross Elliott,5000000,210000,1953
"20,000 Leagues Under the Sea ",Richard Fleischer,127,James Mason,Robert J. Wilke,Paul Lukas,,5000000,1954
Mad Max ,George Miller,93,Hugh Keays-Byrne,Steve Bisley,Joanne Samuel,,200000,1979
Swingers ,Doug Liman,96,Jon Favreau,Alex Désert,Blake Lindsley,4505922,200000,1996
A Fistful of Dollars ,Sergio Leone,99,Clint Eastwood,Gian Maria Volontè,Aldo Sambrell,3500000,200000,1964
She Done Him Wrong ,Lowell Sherman,66,Mae West,Gilbert Roland,Louise Beavers,,200000,1933
Short Cut to Nirvana: Kumbh Mela ,Maurizio Benazzo,85,The Dalai Lama,Jasper Johal,Swami Krishnanad,381225,200000,2004
The Grace Card ,David G. Evans,101,Michael Joiner,Chris Thomas,Michael Higgenbottom,2428241,200000,2010
Middle of Nowhere ,Ava DuVernay,97,Omari Hardwick,David Oyelowo,Lorraine Toussaint,78030,200000,2012
3 ,Tom Tykwer,119,Devid Striesow,Sebastian Schipper,Sophie Rois,59774,,2010
The Business of Fancydancing ,Sherman Alexie,103,William Joseph Elk III,Leo Rossi,Cynthia Geary,174682,200000,2002
Call + Response ,Justin Dillon,86,Matisyahu,Natasha Bedingfield,Madeleine Albright,215185,200000,2008
Side Effects ,Steven Soderbergh,106,Channing Tatum,David Costabile,Katie Lowes,32154410,30000000,2013
Malevolence ,Stevan Mena,90,R. Brandon Johnson,Stevan Mena,Richard Glover,,200000,2003
Shooting the Warwicks ,Adam Rifkin,95,Marri Savinar,Adam Rifkin,Bethany Blakey,,250000,2015
Super Hybrid ,Eric Valette,94,Melanie Papalia,Ryan Kennedy,John Reardon,,13000000,2010
Baghead ,Jay Duplass,84,Greta Gerwig,Jennifer Lafleur,Elise Muller,140016,,2008
Solitude ,Livingston Oden,89,Susan Chambers,Victoria Lachelle,Ali Daniels,,,2014
The Case of the Grinning Cat ,Chris Marker,59,Marina Vlady,Bertrand Cantat,Léon Schwartzenberg,,150000,2004
Ordet ,Carl Theodor Dreyer,126,Hanne Aagesen,Sylvia Eckhausen,Ejner Federspiel,,,1955
Good Dick ,Marianna Palka,86,Bryce Dallas Howard,Martin Starr,Jason Ritter,15542,,2008
The Man from Earth ,Richard Schenkman,87,William Katt,John Billingsley,David Lee Smith,,200000,2007
The Trials of Darryl Hunt ,Ricki Stern,106,Darryl Hunt,Evelyn Jefferson,John Reeves,1111,200000,2006
An American Girl Holiday ,Nadia Tass,86,Mia Farrow,Jordan Bridges,Bruce Gooch,,200000,2004
Yesterday Was a Lie ,James Kerwin,89,John Newton,Chase Masterson,H.M. Wynant,,2500000,2008
Theresa Is a Mother ,C. Fraser Press,105,Elaine Bromka,Robert Turano,Matthew Gumley,,200000,2012
H. ,Rania Attieh,93,Paul Hickert,Robin Bartlett,Rebecca Dayan,,,2014
Archaeology of a Woman ,Sharon Greytak,94,Sally Kirkland,Alex Emanuel,Elaine Bromka,,200000,2012
Children of Heaven ,Majid Majidi,89,Bahare Seddiqi,Amir Farrokh Hashemian,Mohammad Amir Naji,925402,180000,1997
Weekend ,Andrew Haigh,97,Tom Cullen,Chris New,Vauxhall Jermaine,469947,120000,2011
She's Gotta Have It ,Spike Lee,88,S. Epatha Merkerson,Joie Lee,Tracy Camilla Johns,7137502,175000,1986
Butterfly Girl ,Cary Bell,78,Abigail Evans,Stacie Evans,Emily Gorell,,180000,2014
The World Is Mine ,Nicolae Constantin Tanase,104,Iulia Ciochina,Ana Maria Guran,Ana Vatamanu,,168000,2015
Another Earth ,Mike Cahill,92,Robin Lord Taylor,William Mapother,Flint Beverage,1316074,100000,2011
The Calling ,Jason Stone,108,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,,,2014
Sweet Sweetback's Baadasssss Song ,Melvin Van Peebles,97,John Amos,Mario Van Peebles,Melvin Van Peebles,15180000,500000,1971
Perfect Cowboy ,Ken Roht,109,Charla Cochran,Joe Lev,Sienna Beckman,,200000,2014
Tadpole ,Gary Winick,78,Bebe Neuwirth,Aaron Stanford,Ron Rifkin,2882062,150000,2000
Once ,John Carney,85,Glen Hansard,Markéta Irglová,Darren Healy,9437933,180000,2007
The Woman Chaser ,Robinson Devor,88,Marilyn Rising,Eugene Roche,Max Kerstein,110720,1200000,1999
The Horse Boy ,Michel Orion Scott,93,Temple Grandin,Rowan Isaacson,Simon Baron-Cohen,155984,160000,2009
When the Lights Went Out ,Pat Holden,86,Alan Brent,Martin Compston,Kate Ashfield,,,2012
Heroes of Dirt ,Eric Bugbee,98,Joel Moody,Bill Allen,Lia Tucker,,,2015
The Texas Chain Saw Massacre ,Tobe Hooper,88,Gunnar Hansen,Edwin Neal,Marilyn Burns,30859000,83532,1974
A Charlie Brown Christmas ,Bill Melendez,25,Peter Robbins,Bill Melendez,Christopher Shea,,150000,1965
Antarctic Edge: 70° South ,Dena Seidel,72,Naderev Sano,Hugh Ducklow,Mike Brett,4914,150000,2015
Aroused ,Deborah Anderson,66,Lisa Ann,Jesse Jane,Kayden Kross,,150000,2013
Top Spin ,Sara Newens,80,Ariel Hsing,Xinhua Jiang,Michael Landers,5858,150000,2014
Roger & Me ,Michael Moore,91,Michael Moore,Pat Boone,Bob Eubanks,6706368,160000,1989
Cat People ,Paul Schrader,93,Ed Begley Jr.,Ruby Dee,John Heard,,18000000,1982
An American in Hollywood ,Sai Varadan,89,J.D. Williams,Hassan Johnson,Samantha Esteban,,125000,2014
Sound of My Voice ,Zal Batmanglij,85,Christopher Denham,James Urbaniak,Constance Wu,405614,,2011
The Brain That Sings ,Amal Al-Agroobi,62,,,,,125000,2013
The Blood of My Brother ,Andrew Berends,90,,,,,120000,2005
Your Sister's Sister ,Lynn Shelton,90,Mark Duplass,Mike Birbiglia,Mel Eslyn,1573712,125000,2011
Romantic Schemer ,Valentine,,Diane Sorrentino,Valentine,,,125000,2015
A Dog's Breakfast ,David Hewlett,88,Christopher Judge,David Hewlett,Paul McGillion,,120000,2007
A Dog's Breakfast ,David Hewlett,88,Christopher Judge,David Hewlett,Paul McGillion,,120000,2007
Night of the Living Dead ,George A. Romero,96,Judith O'Dea,Duane Jones,S. William Hinzman,,114000,1968
Une Femme Mariée ,Jean-Luc Godard,94,Philippe Leroy,Macha Méril,Rita Maiden,,120000,1964
The Birth of a Nation ,Nate Parker,120,Jason Stuart,Nate Parker,Aunjanue Ellis,,10000000,2016
The Work and the Story ,Nathan Smith Jones,77,Richard Moll,Frank Gerrish,Christopher Robin Miller,,103000,2003
Facing the Giants ,Alex Kendrick,111,Alex Kendrick,Erin Bethea,Shannen Fields,10174663,100000,2006
The Gallows ,Travis Cluff,81,Pfeifer Brown,Cassidy Gifford,Reese Mishler,22757819,100000,2015
Eraserhead ,David Lynch,89,Hal Landon Jr.,Jack Nance,Charlotte Stewart,,20000,1977
Over the Hill to the Poorhouse ,Harry F. Millarde,110,Stephen Carr,Johnnie Walker,Mary Carr,3000000,100000,1920
Hollywood Shuffle ,Robert Townsend,81,Robert Townsend,Keenen Ivory Wayans,Helen Martin,5228617,100000,1987
The Mighty ,Peter Chelsom,100,Kieran Culkin,Elden Henson,Gena Rowlands,2643689,,1998
Penitentiary ,Jamaa Fanaka,99,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,,100000,1979
The Lost Skeleton of Cadavra ,Larry Blamire,90,Fay Masterson,Brian Howe,Larry Blamire,110536,40000,2001
"Dude, Where's My Dog?! ",Stephen Langford,82,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,,20000,2014
Cheap Thrills ,E.L. Katz,88,Brighton Sharbino,Ethan Embry,Elissa Dowling,59379,200000,2013
Indie Game: The Movie ,Lisanne Pajot,103,Jonathan Blow,Edmund McMillen,Phil Fish,,100000,2012
Closure ,Dan Reed,80,Danny Dyer,Adam Rayner,Ralph Brown,,1800000,2007
Open Secret ,John Reinhardt,68,Sheldon Leonard,John Ireland,Arthur O'Connell,,,1948
Echo Dr. ,Patrick Ryan Sims,81,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,,100000,2013
The Night Visitor ,Laslo Benedek,106,Liv Ullmann,Trevor Howard,Andrew Keir,,,1971
The Past is a Grotesque Animal ,Jason Miller,77,Jon Brion,Dottie Alexander,David Barnes,,100000,2014
The Last House on the Left ,Dennis Iliadis,114,Tony Goldwyn,Monica Potter,Martha MacIsaac,32721635,15000000,2009
"Peace, Propaganda & the Promised Land ",Sut Jhally,80,Noam Chomsky,Seth Ackerman,Arik Ascherman,,70000,2004
Pi ,Darren Aronofsky,84,Mark Margolis,Clint Mansell,Stanley B. Herman,3216970,60000,1998
"I Love You, Don't Touch Me! ",Julie Davis,86,Jack McGee,Meredith Scott Lynn,Tim DeZarn,33598,,1997
20 Dates ,Myles Berkowitz,87,Tia Carrere,Tom Ardavany,Robert McKee,536767,60000,1998
Queen Crab ,Brett Piper,80,Michelle Simone Miller,Steve Diasparra,A.J. DeLucia,,75000,2015
Super Size Me ,Morgan Spurlock,100,Chemeeka Walker,Amanda Kearsan,Amelia Giancarlo,11529368,65000,2004
The FP ,Brandon Trost,82,Clifton Collins Jr.,Sean Whalen,James DeBello,40557,60000,2011
Happy Christmas ,Joe Swanberg,82,Anna Kendrick,Lena Dunham,Mark Webber,30084,70000,2014
The Brain That Wouldn't Die ,Joseph Green,70,Virginia Leith,Jason Evers,Bruce Kerr,,62000,1962
Tiger Orange ,Wade Gasque,75,Ty Parker,Vincent Duvall,Loanne Bishop,,100000,2014
Supporting Characters ,Daniel Schechter,87,Lena Dunham,Kevin Corrigan,Alex Karpovsky,,,2012
Absentia ,Mike Flanagan,87,Justin Gordon,Courtney Bell,Erin Cipolletti,,70000,2011
The Brothers McMullen ,Edward Burns,98,Shari Albert,Michael McGlone,Maxine Bahns,10246600,25000,1995
The Dirties ,Matt Johnson,83,Paul Daniel Ayotte,Shailene Garnett,Matt Johnson,,,2013
Gabriela ,Bruno Barreto,99,Marcello Mastroianni,Sonia Braga,Joffre Soares,,,1983
Tiny Furniture ,Lena Dunham,98,Lena Dunham,Merritt Wever,Jemima Kirke,389804,65000,2010
Hayride ,Terron R. Parsons,93,Richard Tyson,Jeremy Sande,Corlandos Scott,,60000,2012
